time	NOn	NOff	Apo	hist	NOn_sh	NOff_sh	Apo_sh	hist_sh
7.766394	46	1554	160	368	0	5	290	22
7.767868	47	1554	160	369	0	5	290	22
7.768281	47	1555	160	369	0	5	290	22
7.768826	48	1555	160	370	0	5	290	22
7.769929	48	1554	161	370	0	5	290	22
7.770082	48	1555	161	371	0	5	290	22
7.770329	47	1557	161	371	0	5	290	22
7.770715	47	1558	161	372	0	5	290	22
7.770905	47	1557	162	372	0	5	290	22
7.771054	47	1558	162	372	0	5	290	22
7.771697	47	1559	162	372	0	5	290	22
7.771888	47	1560	162	372	0	5	290	22
7.772015	47	1561	162	372	0	5	290	22
7.772143	47	1562	162	372	0	5	290	22
7.772736	47	1563	162	372	0	5	290	22
7.773595	47	1564	162	373	0	5	290	22
7.773643	47	1564	162	373	0	5	291	22
7.774135	47	1565	162	374	0	5	291	22
7.774336	47	1565	162	374	0	5	292	22
7.774470	47	1565	162	374	0	5	293	22
7.774732	47	1565	162	374	0	5	294	22
7.775016	47	1566	162	374	0	5	294	22
7.775417	47	1566	162	374	0	5	295	22
7.775691	47	1567	162	375	0	5	295	22
7.775813	47	1567	162	375	0	5	294	22
7.775943	47	1567	162	374	0	5	294	22
7.776399	47	1568	162	374	0	5	294	22
7.778296	47	1568	162	374	0	5	295	22
7.780303	47	1568	163	374	0	5	295	22
7.780724	47	1569	163	374	0	5	295	22
7.780816	46	1571	163	375	0	5	295	22
7.780915	46	1572	163	375	0	5	295	22
7.782959	46	1573	163	375	0	5	295	22
7.782978	46	1573	162	375	0	5	295	22
7.783120	46	1573	162	376	0	5	295	22
7.785140	46	1573	162	376	0	5	296	22
7.786123	46	1574	162	377	0	5	296	22
7.786642	46	1575	162	377	0	5	296	22
7.786883	46	1576	162	377	0	5	296	22
7.787612	46	1577	162	378	0	5	296	22
7.788150	47	1577	162	379	0	5	296	22
7.788151	47	1578	162	379	0	5	296	22
7.788599	47	1579	162	379	0	5	296	22
7.788664	47	1580	162	379	0	5	296	22
7.789307	47	1581	162	379	0	5	296	22
7.791069	47	1582	162	379	0	5	296	22
7.791371	47	1583	162	379	0	5	296	22
7.791678	47	1584	162	380	0	5	296	22
7.792392	47	1584	162	380	0	5	295	22
7.792979	47	1584	162	380	0	5	294	22
7.793169	47	1584	162	380	0	5	294	22
7.793751	47	1584	162	380	0	5	294	22
7.793851	47	1585	162	380	0	5	294	22
7.794565	46	1587	162	381	0	5	294	22
7.795006	46	1587	162	381	0	5	295	22
7.795047	46	1588	162	381	0	5	295	22
7.795057	46	1589	162	381	0	5	295	22
7.795237	46	1589	163	381	0	5	295	22
7.796326	46	1590	163	381	0	5	295	22
7.796981	46	1591	163	382	0	5	295	22
7.798185	46	1592	163	383	0	5	295	22
7.798950	46	1593	163	383	0	5	295	22
7.799471	46	1593	164	383	0	5	295	22
7.799592	46	1594	164	384	0	5	295	22
7.800920	46	1594	164	384	0	5	296	22
7.802733	46	1595	164	384	0	5	296	22
7.805597	46	1595	164	384	0	5	295	22
7.805806	46	1595	164	384	0	5	295	22
7.806229	46	1596	164	384	0	5	295	22
7.806516	46	1597	164	385	0	5	295	22
7.806530	46	1598	164	385	0	5	295	22
7.808447	46	1599	164	385	0	5	295	22
7.808865	46	1599	165	385	0	5	295	22
7.808896	46	1600	165	385	0	5	295	22
7.809421	46	1600	165	385	0	5	296	22
7.810154	46	1601	165	385	0	5	296	22
7.810303	46	1602	165	385	0	5	296	22
7.811609	46	1603	165	385	0	5	296	22
7.811632	46	1604	165	386	0	5	296	22
7.811932	46	1605	165	387	0	5	296	22
7.813723	46	1605	166	387	0	5	296	22
7.813823	46	1604	167	387	0	5	296	22
7.814070	46	1604	167	387	0	5	295	22
7.815403	46	1605	166	387	0	5	295	22
7.816372	46	1606	166	387	0	5	295	22
7.816829	46	1606	167	387	0	5	295	22
7.817351	46	1607	167	387	0	5	295	22
7.817787	46	1608	167	387	0	5	295	22
7.817840	46	1608	167	387	0	5	296	22
7.818275	46	1609	167	388	0	5	296	22
7.818842	46	1610	167	389	0	5	296	22
7.819306	46	1610	167	389	0	5	295	22
7.820057	46	1609	168	389	0	5	295	22
7.821007	46	1609	168	388	0	5	295	22
7.822110	46	1610	168	388	0	5	295	22
7.822185	46	1610	168	388	0	5	296	22
7.822339	46	1611	168	388	0	5	296	22
7.822633	46	1612	168	389	0	5	296	22
7.823302	46	1613	168	389	0	5	296	22
7.823363	47	1613	168	390	0	5	296	22
7.823471	47	1614	168	390	0	5	296	22
7.823683	47	1615	168	391	0	5	296	22
7.823822	47	1616	168	392	0	5	296	22
7.824175	47	1617	168	392	0	5	296	22
7.824427	47	1618	168	392	0	5	296	22
7.824481	47	1619	168	392	0	5	296	22
7.825266	47	1620	168	392	0	5	296	22
7.825605	48	1620	168	393	0	5	296	22
7.825793	48	1621	168	393	0	5	296	22
7.826210	48	1622	168	393	0	5	296	22
7.826291	48	1623	168	393	0	5	296	22
7.826646	48	1624	168	394	0	5	296	22
7.827891	48	1624	169	394	0	5	296	22
7.828355	48	1625	169	394	0	5	296	22
7.828426	48	1626	169	394	0	5	296	22
7.829018	48	1627	169	394	0	5	296	22
7.832207	48	1628	169	394	0	5	296	22
7.833737	48	1628	168	394	0	5	296	22
7.834391	48	1628	168	395	0	5	296	22
7.836044	48	1629	168	395	0	5	296	22
7.836244	49	1629	168	395	0	5	296	22
7.836369	49	1630	168	395	0	5	296	22
7.837444	49	1631	168	395	0	5	296	22
7.837445	49	1632	168	395	0	5	296	22
7.838548	49	1632	168	395	0	5	295	22
7.839250	49	1631	169	395	0	5	295	22
7.840453	49	1632	169	395	0	5	295	22
7.840642	49	1633	169	395	0	5	295	22
7.842989	49	1634	169	395	0	5	295	22
7.843726	49	1635	169	395	0	5	295	22
7.845825	49	1636	169	396	0	5	295	22
7.846203	49	1637	169	397	0	5	295	22
7.847854	49	1638	169	397	0	5	295	22
7.848698	49	1639	169	397	0	5	295	22
7.848710	49	1640	169	397	0	5	295	22
7.848729	49	1640	169	397	0	5	296	22
7.849721	49	1641	169	397	0	5	296	22
7.849854	49	1642	169	397	0	5	296	22
7.850732	49	1643	169	397	0	5	296	22
7.850799	49	1643	169	397	0	5	297	22
7.851250	49	1644	169	397	0	5	297	22
7.851526	49	1644	169	397	0	5	298	23
7.852073	49	1645	169	397	0	5	298	23
7.852288	49	1646	169	397	0	5	298	23
7.853097	49	1646	169	397	0	5	299	23
7.853105	49	1647	169	397	0	5	299	23
7.853381	49	1648	169	397	0	5	299	23
7.854258	49	1649	169	398	0	5	299	23
7.854500	49	1650	169	398	0	5	299	23
7.855143	49	1651	169	398	0	5	299	23
7.856567	49	1650	170	398	0	5	299	23
7.856651	49	1651	170	398	0	5	299	23
7.857848	49	1651	170	398	0	5	300	23
7.858559	49	1652	170	398	0	5	300	23
7.859990	49	1653	170	398	0	5	300	23
7.860121	49	1654	170	398	0	5	300	23
7.860423	49	1655	170	399	0	5	300	23
7.860943	49	1656	170	399	0	5	300	23
7.861977	49	1657	170	399	0	5	300	23
7.862280	49	1657	170	399	0	5	299	23
7.863064	49	1656	171	399	0	5	299	23
7.865593	49	1656	171	399	0	5	300	23
7.866408	49	1657	171	400	0	5	300	23
7.867727	49	1658	171	400	0	5	300	23
7.867945	49	1659	171	400	0	5	300	23
7.868721	49	1659	170	400	0	5	300	23
7.869440	49	1659	170	400	0	5	300	23
7.869863	49	1660	170	400	0	5	300	23
7.869930	49	1661	170	400	0	5	300	23
7.871152	49	1662	170	401	0	5	300	23
7.871161	49	1663	170	401	0	5	300	23
7.872194	49	1664	170	401	0	5	300	23
7.872871	49	1665	170	401	0	5	300	23
7.873057	50	1665	170	402	0	5	300	23
7.873305	50	1665	170	402	0	5	301	23
7.873748	50	1666	170	403	0	5	301	23
7.874077	50	1667	170	404	0	5	301	23
7.874910	50	1668	170	404	0	5	301	23
7.875967	50	1669	170	404	0	5	301	23
7.876440	50	1670	170	404	0	5	301	23
7.877620	50	1671	170	404	0	5	301	23
7.878550	50	1671	170	404	0	5	300	23
7.879011	50	1671	170	405	0	5	300	23
7.879752	50	1671	170	405	0	5	301	23
7.879867	50	1672	170	405	0	5	301	23
7.880652	50	1673	170	406	0	5	301	23
7.880918	50	1673	171	406	0	5	301	23
7.881051	50	1673	171	406	0	5	300	22
7.881438	50	1674	170	406	0	5	300	22
7.881999	50	1674	170	406	0	5	301	22
7.882126	50	1674	170	406	0	5	300	22
7.882179	50	1675	170	407	0	5	299	22
7.882242	50	1676	170	408	0	5	299	22
7.882384	50	1677	170	408	0	5	299	22
7.882608	50	1678	170	408	0	5	299	22
7.882726	50	1679	170	408	0	5	299	22
7.882906	50	1679	170	408	0	6	299	23
7.883600	50	1679	170	408	0	6	298	23
7.883659	50	1679	171	408	0	5	298	22
7.885275	50	1680	171	408	0	5	298	22
7.885813	50	1680	171	408	0	5	299	22
7.885875	50	1680	170	408	0	5	299	22
7.885920	50	1681	170	409	0	5	298	22
7.886313	50	1681	170	409	0	5	299	22
7.886412	50	1682	170	409	0	5	299	22
7.886661	50	1683	170	409	0	5	299	22
7.886895	50	1684	170	409	0	5	299	22
7.887499	50	1685	170	409	0	5	299	22
7.889169	51	1683	171	410	0	5	299	22
7.889318	51	1683	171	410	0	5	300	22
7.889734	51	1684	171	410	0	5	300	22
7.890665	51	1685	171	411	0	5	300	22
7.891081	52	1686	170	412	0	5	300	22
7.891320	52	1687	170	413	0	5	300	22
7.892172	52	1687	170	413	0	5	299	22
7.892284	52	1687	170	412	0	5	299	22
7.892753	52	1688	170	413	0	5	299	22
7.893747	52	1687	171	413	0	5	299	22
7.893939	52	1688	171	413	0	5	299	22
7.894008	52	1689	171	414	0	5	299	22
7.894455	52	1690	171	414	0	5	299	22
7.894466	52	1691	171	414	0	5	299	22
7.895236	52	1691	171	414	0	5	300	22
7.895998	52	1691	171	414	0	5	301	22
7.897013	52	1692	171	414	0	5	301	22
7.897438	52	1693	171	414	0	5	301	22
7.897726	52	1694	171	414	0	5	301	22
7.898363	52	1695	171	415	0	5	301	22
7.898639	52	1696	171	415	0	5	301	22
7.899463	52	1697	171	415	0	5	301	22
7.901905	52	1698	171	415	0	5	301	22
7.902582	52	1699	171	415	0	5	301	22
7.903255	52	1700	171	415	0	5	301	22
7.903385	52	1701	171	415	0	5	301	22
7.903594	52	1702	171	415	0	5	301	22
7.903947	52	1703	171	416	0	5	301	22
7.904827	52	1704	171	416	0	5	301	22
7.905102	52	1705	171	416	0	5	301	22
7.905226	52	1705	171	416	0	5	302	22
7.905735	52	1705	171	416	0	5	303	22
7.907452	52	1706	171	416	0	5	303	22
7.908072	52	1707	171	416	0	5	303	22
7.908102	53	1707	171	417	0	5	303	22
7.909198	54	1707	171	418	0	5	303	22
7.909296	54	1708	171	418	0	5	303	22
7.909406	54	1708	171	418	0	5	304	22
7.909582	54	1708	171	418	0	5	305	22
7.909676	55	1708	171	419	0	5	305	22
7.909889	55	1709	171	419	0	5	305	22
7.911907	55	1710	171	419	0	5	305	22
7.913140	55	1711	171	420	0	5	305	22
7.913399	55	1711	172	420	0	5	305	22
7.913545	55	1712	172	421	0	5	305	22
7.913595	55	1712	172	421	0	5	306	22
7.913766	56	1712	172	422	0	5	306	22
7.913864	56	1712	172	422	0	5	305	22
7.914046	55	1713	172	421	0	5	305	22
7.915001	55	1713	171	421	0	5	305	22
7.915220	55	1713	171	421	0	5	305	22
7.915462	55	1714	171	421	0	5	305	22
7.916156	55	1714	172	421	0	5	305	22
7.916238	55	1715	172	421	0	5	305	22
7.916495	55	1716	172	421	0	5	305	22
7.916730	55	1716	173	421	0	5	305	22
7.916777	55	1715	174	421	0	5	305	22
7.917518	55	1716	174	421	0	5	305	22
7.918320	55	1717	174	422	0	5	305	22
7.918550	55	1717	174	422	0	5	306	22
7.918732	55	1717	174	422	0	5	307	22
7.919957	55	1718	174	422	0	5	307	22
7.919978	55	1719	174	422	0	5	307	22
7.920153	55	1720	174	423	0	5	307	22
7.925503	55	1721	174	423	0	5	307	22
7.925677	55	1722	174	423	0	5	307	22
7.926252	55	1723	174	424	0	5	307	22
7.928043	55	1724	174	425	0	5	307	22
7.928267	55	1725	174	426	0	5	307	22
7.928377	55	1726	174	426	0	5	307	22
7.928595	55	1726	173	426	0	5	307	22
7.929989	55	1726	173	426	0	5	307	22
7.930137	55	1727	173	427	0	5	307	22
7.930589	55	1728	173	427	0	5	307	22
7.930614	55	1729	173	427	0	5	307	22
7.930890	55	1729	174	427	0	5	307	22
7.931012	55	1730	174	427	0	5	307	22
7.931343	55	1730	175	427	0	5	307	22
7.933650	55	1730	175	427	0	5	308	22
7.933908	55	1731	175	427	0	5	308	22
7.933929	55	1732	175	427	0	5	308	22
7.934569	55	1733	175	427	0	5	308	22
7.935627	55	1734	175	428	0	5	308	22
7.935966	55	1735	175	429	0	5	308	22
7.937058	55	1736	175	429	0	5	308	22
7.937247	55	1737	175	430	0	5	308	22
7.937481	55	1738	175	430	0	5	308	22
7.937882	55	1739	175	430	0	5	308	22
7.938538	55	1740	175	430	0	5	308	22
7.939324	55	1740	176	430	0	5	308	22
7.939930	55	1741	176	430	0	5	308	22
7.940294	56	1742	175	432	0	5	308	22
7.940572	56	1743	175	432	0	5	308	22
7.940573	56	1744	175	432	0	5	308	22
7.940613	57	1744	175	433	0	5	308	22
7.941034	57	1745	175	433	0	5	308	22
7.941365	57	1745	175	433	0	5	309	22
7.941735	57	1745	175	433	0	5	310	22
7.942367	57	1746	175	434	0	5	310	22
7.942410	57	1747	175	435	0	5	310	22
7.943109	57	1748	175	435	0	5	310	22
7.943960	57	1749	175	436	0	5	310	22
7.945632	57	1750	175	436	0	5	310	22
7.946658	57	1751	175	436	0	5	310	22
7.947142	57	1752	175	436	0	5	310	22
7.950357	57	1753	175	436	0	5	310	22
7.951199	57	1754	175	437	0	5	310	22
7.951294	56	1756	175	437	0	5	310	22
7.951816	56	1757	175	437	0	5	310	22
7.952193	56	1758	175	437	0	5	310	22
7.953151	56	1759	175	438	0	5	310	22
7.953860	56	1760	175	438	0	5	310	22
7.955331	56	1761	175	438	0	5	310	22
7.955437	56	1762	175	439	0	5	310	22
7.957605	56	1763	175	440	0	5	310	22
7.958060	56	1764	175	440	0	5	310	22
7.958966	55	1766	175	440	0	5	310	22
7.959255	55	1766	175	440	0	5	311	22
7.960478	55	1767	175	440	0	5	311	22
7.960515	55	1768	175	440	0	5	311	22
7.960801	55	1768	176	440	0	5	311	22
7.960821	55	1769	176	441	0	5	311	22
7.961083	55	1769	176	441	0	5	312	22
7.961088	55	1770	176	441	0	5	312	22
7.962358	55	1770	176	441	0	5	313	22
7.962528	55	1771	176	441	0	5	313	22
7.963353	55	1772	176	441	0	5	313	22
7.964547	55	1773	176	441	0	5	313	22
7.964549	55	1774	176	441	0	5	313	22
7.964694	55	1775	176	441	0	5	313	22
7.964762	55	1776	176	441	0	5	313	22
7.965123	56	1776	176	442	0	5	313	22
7.965359	56	1775	177	442	0	5	313	22
7.965782	56	1776	177	443	0	5	313	22
7.966255	55	1778	177	444	0	5	313	22
7.966408	55	1778	177	444	0	5	314	22
7.967653	55	1779	177	444	0	5	314	22
7.967694	55	1780	177	444	0	5	314	22
7.969058	55	1780	177	444	0	5	315	22
7.969266	55	1781	177	444	0	5	315	22
7.969936	55	1780	178	444	0	5	315	22
7.970353	55	1781	178	444	0	5	315	22
7.970373	55	1782	178	444	0	5	315	22
7.970557	55	1783	178	445	0	5	315	22
7.971368	55	1784	178	445	0	5	315	22
7.971721	55	1784	179	445	0	5	315	22
7.971782	55	1785	179	446	0	5	315	22
7.973017	56	1784	180	447	0	5	315	22
7.974975	56	1785	180	447	0	5	315	22
7.975179	56	1785	180	447	0	5	316	22
7.975242	56	1786	180	447	0	5	316	22
7.975397	56	1787	180	447	0	5	316	22
7.975578	56	1787	179	447	0	5	316	22
7.975916	56	1787	179	447	0	5	316	22
7.975934	56	1787	179	447	0	5	315	22
7.978291	56	1787	179	447	0	5	315	22
7.978824	56	1788	179	447	0	5	315	22
7.979037	56	1788	179	447	0	5	314	22
7.979376	56	1788	179	447	0	5	314	22
7.979434	56	1789	179	447	0	5	314	22
7.979802	56	1790	179	447	0	5	314	22
7.979934	56	1790	179	447	0	5	313	22
7.981921	56	1790	179	447	0	5	313	22
7.982123	57	1789	179	448	0	5	314	22
7.982145	57	1790	179	448	0	5	314	22
7.982383	57	1789	180	448	0	5	314	22
7.983421	57	1790	180	448	0	5	314	22
7.983521	57	1789	181	448	0	5	314	22
7.983969	57	1790	181	448	0	5	314	22
7.984436	57	1790	181	448	0	5	315	22
7.984640	57	1791	181	448	0	5	315	22
7.984802	57	1791	181	448	0	5	314	22
7.984990	57	1791	181	448	0	5	314	22
7.985217	57	1792	181	449	0	5	314	22
7.985750	57	1792	181	449	0	5	315	22
7.986437	57	1793	181	450	0	5	315	22
7.986454	57	1794	181	450	0	5	315	22
7.986599	57	1794	181	450	0	5	316	22
7.986921	57	1795	181	450	0	5	316	22
7.987168	57	1795	181	450	0	5	315	22
7.987238	57	1794	182	450	0	5	315	22
7.988784	58	1794	182	451	0	5	315	22
7.988974	58	1794	182	451	0	5	316	22
7.989365	58	1795	182	451	0	5	316	22
7.989429	58	1796	182	451	0	5	316	22
7.991064	58	1796	182	451	0	5	317	23
7.991065	58	1797	182	451	0	5	317	23
7.991451	58	1798	182	452	0	5	317	23
7.991606	58	1799	182	452	0	5	317	23
7.991789	58	1800	182	452	0	5	317	23
7.993005	58	1800	182	452	0	5	318	23
7.993083	58	1801	182	452	0	5	318	23
7.993438	58	1802	182	452	0	5	318	23
7.993528	58	1803	182	452	0	5	318	23
7.995091	58	1804	182	453	0	5	318	23
7.995654	58	1804	183	453	0	5	318	23
7.996216	57	1806	183	453	0	5	318	23
7.998534	57	1807	183	453	0	5	318	23
7.998651	57	1807	184	453	0	5	318	23
7.999669	57	1807	184	453	0	5	319	23
7.999672	57	1808	184	453	0	5	319	23
8.000164	57	1809	184	453	0	5	319	23
